0.14145747277885765	0
0.33867960418946325	0
0.7142927728824529	1
0.8440871567799991	1
0.3360918051886299	0
0.7089380302392485	1
0.8163027245158165	1
0.6089237671413268	1
0.3388085187285892	0
0.9208023167746222	1
0.3389091293220278	1
0.35359044592402955	0
0.7484613135688153	1
0.5992309412330864	1
0.1434969806797482	0
0.8637994307851584	1
0.7559171298792994	1
0.2621357362421925	0
0.3388117216579987	0
0.7257781596812466	1
0.3388117291352112	0
0.6694307998002728	0
0.8192224372614437	0
0.6229348155388232	0
0.2041592638875366	0
0.3361902479575283	0
0.691197278830984	1
0.7859647040659902	1
0.7490272627521212	1
0.3359915458742545	0
0.2621741354092645	0
