Epoch	Time(sec)	Loss_train
1	2.0789412	102.55965021252632
2	4.2379862	77.45212810859084
3	6.4844924	66.08865889487788
4	8.6908771	60.40262471354799
5	10.9374631	56.54825074793189
6	14.1868555	54.183130165416515
7	16.399993	53.199646057837526
8	18.7194664	50.30096148812663
9	21.5808751	48.80319620910177
10	24.8137656	48.28361489342751
11	28.2873755	42.19086847051585
12	31.7949421	39.56380777600134
13	35.3889034	35.20661100690313
14	39.499656699999996	24.39038107710985
15	43.1859981	10.231885366593474
16	46.907664499999996	1.981143483713197
17	50.667970999999994	0.8031178255160896
18	54.4781224	0.47859660583975483
19	58.3395428	0.3263147511646878
20	62.210273199999996	0.23378306177342978
21	66.0583525	0.18018740611909578
22	69.9830178	0.15720860546754523
23	73.9234687	0.13679486057862533
24	77.9105334	0.1211457528300599
25	81.9626369	0.10627781890453036
26	86.0201363	0.0928182007616627
27	90.1412894	0.08205829061897418
28	94.3310448	0.07137979296858532
29	98.5584195	0.06332405953643416
30	102.8422166	0.05564473744359333
31	107.15669290000001	0.050333847542866295
32	111.51079390000001	0.04759058739234945
33	115.91643040000001	0.044281011428076056
34	120.34537920000001	0.041654919348872
35	124.8233274	0.03843851714674429
36	129.29560999999998	0.035907198100112225
37	133.7957328	0.03396984575650919
38	138.32874479999998	0.031039133044579614
39	142.89183939999998	0.02955926072750259
40	147.503692	0.02733458432644653
41	152.13495279999998	0.025102375983699687
42	156.78555839999999	0.024177041825794277
43	161.51025579999998	0.023236071683072623
44	166.2098383	0.022430487091071427
45	170.95188639999998	0.021132387817836218
46	175.6862627	0.020278977505519435
47	180.4490548	0.019463714817931077
48	185.20893199999998	0.018219334380972896
49	189.9950031	0.01728261056266689
50	194.82070499999998	0.01642753582125067
51	199.650659	0.015635419083039892
52	204.5296258	0.01532934366664307
53	209.41423509999998	0.014620606693739546
54	214.2972169	0.014145583005820583
55	219.18876179999998	0.013669846594829949
56	224.06685829999998	0.0133467746159468
57	228.9442555	0.012777524819064467
58	233.8226546	0.012518326495438714
59	238.70453799999999	0.011825961710187016
60	243.597017	0.011447132703196417
61	248.5188747	0.011073337036052067
62	253.4010358	0.010891776075602877
63	258.2879714	0.01043635832567702
64	263.1739328	0.010079185513831135
65	268.05676669999997	0.009905011776908168
66	273.1797971	0.009597797046467349
67	278.089078	0.009356778900276197
68	283.0189697	0.009290253285357153
69	287.934859	0.008917966471535976
70	292.8315323	0.008597957113977373
71	297.7480994	0.00846088597845096
72	302.6538144	0.008068236968519216
73	307.6725174	0.008018160500547822
74	312.70390019999996	0.007843736148949176
75	317.7206536	0.007729222094610577
76	322.73402519999996	0.007639213328047845
77	327.7110627	0.007349929148453782
78	333.3198357	0.007331412213432031
79	338.3625935	0.006985229723632358
80	343.4127452	0.006835451570047724
81	348.6263576	0.006580796910299114
82	353.57006079999996	0.0065061885991895
83	358.4997594	0.006439944999129921
84	363.4582396	0.0063792839889060815
85	368.4033596	0.006168500459494908
86	373.4368723	0.00614679740547075
87	378.48229349999997	0.006035587623358651
88	383.5390683	0.0059667196563495395
89	388.68288789999997	0.005817785727195712
90	393.965751	0.005542965075022721
91	398.99404849999996	0.005528550129241694
92	404.01744759999997	0.005495171023852663
93	408.9508699	0.005478942642611173
94	413.9147057	0.00545845028747749
95	418.8515627	0.005361700853569573
96	423.8280506	0.005301026116491414
97	428.7845057	0.0052096253426228145
98	433.97229319999997	0.005149916736087334
99	438.9854302	0.005000995557367105
100	444.3865499	0.0049577088799708235
