Epoch	Time(sec)	Loss_train
1	1.4536693	97.88116230070591
2	2.9503804	74.06736237928271
3	4.626121700000001	64.08510887110606
4	6.1715564	59.37191642657854
5	7.6942474	56.067315447086
6	9.227386899999999	53.14279843561235
7	10.717860499999999	51.48873058911704
8	12.3564624	48.70533142054046
9	14.547713799999999	45.67906813609807
10	17.174804400000003	43.630104688144456
11	20.0207769	40.183762007818814
12	22.9552042	36.455345751056484
13	25.912028000000003	33.91167020469311
14	28.9384748	31.201512153918543
15	32.137764	28.92955318757447
16	35.306885099999995	26.823200923408024
17	38.508733799999995	25.469605266601008
18	41.696345199999996	22.809762310813184
19	45.0031992	21.266238257751972
20	48.3322505	19.373820154799148
21	51.7240738	14.198917611093805
22	55.123416	13.033532693286304
23	58.602068499999994	11.134196877215985
24	62.0838044	9.71245785839713
25	65.64255109999999	8.781561629354464
26	69.2236052	7.594027132009529
27	72.8957384	6.553485760357013
28	76.5806222	5.6511606514579285
29	80.3371701	5.386528434448749
30	84.1156629	4.917755354229612
31	87.9664811	3.2538831321330264
32	91.8430194	2.610643157084205
33	95.72282849999999	2.09198710142217
34	99.6378407	1.765378316653475
35	103.59148979999999	1.5051024294437667
36	107.5777307	1.2932179488502769
37	111.5880234	1.1837102450740318
38	115.638981	1.0152501631762618
39	119.7325656	0.9373875632660216
40	123.9462027	0.8497501327176806
41	128.09461900000002	0.704685434987077
42	132.2523552	0.6552931157032091
43	136.4555368	0.6388874733060703
44	140.68378040000002	0.5767206861460323
45	144.98141850000002	0.5506118611565753
46	149.34246480000002	0.5129607010256549
47	153.5828615	0.5038790401324036
48	157.8639416	0.47371554098589286
49	162.15606390000002	0.44779891660982685
50	166.42792260000002	0.4068261980959136
51	170.7604109	0.3621965498222579
52	175.09538020000002	0.3576412105374942
53	179.4017133	0.35220060230357575
54	183.730554	0.3319360234672004
55	188.0752912	0.31908189545826815
56	192.439006	0.3099070116436877
57	196.79939130000002	0.3072925731989571
58	201.14619340000002	0.290671087722977
59	205.5189249	0.28296358071548866
60	209.9440477	0.27090911998148925
61	214.465562	0.24493422375991258
62	218.8504766	0.24760176400109657
63	223.23366940000003	0.23702195581856245
64	227.6284948	0.2298034318490565
65	232.04304850000003	0.22730326290610492
66	236.5308693	0.22350463461489056
67	240.9374497	0.2129299777110063
68	245.3636022	0.21925822287259678
69	249.77455450000002	0.20843632782371913
70	254.27595150000002	0.2035681680728203
71	258.73175280000004	0.194317768820099
72	263.21507610000003	0.1909063652029772
73	267.6956023	0.1837034303707057
74	272.4416403	0.18232659626946202
75	277.0042385	0.17929444317282162
76	281.62752950000004	0.1861563261910817
77	286.083749	0.1781972002809482
78	290.5983967	0.17370125238053902
79	295.0473362	0.16842167842538203
80	299.5038066	0.17416751463926516
81	303.9417442	0.15935908095398332
82	308.35779260000004	0.16535045600821974
83	312.81973400000004	0.15900323080174417
84	317.4841374	0.15699074651448797
85	321.92508000000004	0.16054578911965933
86	326.3263935	0.15233499352914492
87	330.7251007	0.15663293373209086
88	335.1241761	0.15507389010699768
89	339.5225449	0.15511943194778866
90	343.9144242	0.15168259934231543
91	348.2991209	0.1475370147871118
92	352.7111848	0.14892521871028208
93	357.1085349	0.15418256966760424
94	361.51075430000003	0.14951896152359723
95	365.931489	0.14753950365756197
96	370.3784195	0.14538793834586983
97	374.8069291	0.1437576277836925
98	379.21013830000004	0.13860717155431246
99	383.6271247	0.1450741605918111
100	388.0263341	0.1364291008142544
