0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
5.815000057220459,2.8877573,5.438222909536743,2.325000047683716,6.719511509536743,2.325000047683716,2.325000047683716,4.650000095367432,3.490000009536743,4.480000019073486,0.7450000047683716,7.2690445190734865,11.658608019073487,7.179473645095825,2.240000009536743,3.7300000190734863,3.7300000190734863,6.623608895095826,15.6467885,0.16910000145435336,2.6649999618530273,0.03914999961853027,3.6109591666213987,0.015250000171363354,6.52529525,0.13235294818878174,0.10294117778539658,21.5,7.8119879781303405,5.1648274781303405,0.10465116053819658,12.5,0.119999997317791,4.682566000596046,0.10000000149011612,-13.899999618530275,-0.20441175997257235,0.0
5.815000057220459,4.0925075,5.045225759536743,2.325000047683716,6.067722309536743,2.325000047683716,2.325000047683716,4.650000095367432,3.490000009536743,3.400000095367431,1.4550000429153442,7.348354095367432,11.66958715258789,5.772307452316284,1.940000057220459,1.940000057220459,5.824999809265137,8.554448095367432,17.81035615,0.13940000534057617,10.125,0.09735000133514404,7.30517412138977,0.03514999896287918,5.229962804253578,0.1201923042535782,0.125,21.5,6.262124478130341,4.1487099781303405,0.10465116053819658,30.5,0.1147540956735611,3.7404433456735613,0.13934426009655,-17.799999237060547,-0.17115384340286255,0.0
1.1349999904632568,1.4251315,7.525850576293945,4.545000076293945,6.076193990463257,4.545000076293945,2.2750000953674316,4.545000076293945,5.679999828338622,5.8499999046325675,0.5299999713897704,7.227579454632568,17.981062404632567,8.011294528610229,3.190000057220459,2.1300001144409184,5.8499999046325675,4.986266957220459,24.344729,0.1894499957561493,3.474999904632569,0.03655000030994415,2.77138735,0.015799999237060547,9.919050787434578,0.15263158082962036,0.12631578743457794,22.0,11.904645265954018,7.7975545936183925,0.125,25.5,0.10784313827753066,7.1554168555707935,0.12786517661664765,-21.0,-0.2210526317358017,-0.5
6.820000171661378,4.4024565,5.377566376293945,1.1349999904632568,8.204729071661378,3.410000085830689,2.2750000953674316,4.545000076293945,1.1349999904632568,8.595000267028807,0.0,9.71802179019165,5.72866772861023,8.04791735,3.9049999713897705,2.3450000286102295,5.46999979019165,6.325271471389771,14.771262,0.20000000298023224,1.644999980926514,0.025299999862909317,4.641819473773957,0.011078240755331974,2.8354049587239265,0.16923077404499054,0.14618290826355923,22.0,3.3951283670229913,2.3011872659540176,0.14772726595401764,10.5,0.09523809701204301,2.158117016414452,0.1430142099583548,-20.100000381469727,-0.309230774641037,0.0
2.2750000953674316,3.8950405,4.458717585830689,0.0,4.015608795367432,3.410000085830689,4.545000076293945,5.679999828338622,5.679999828338622,1.559999942779541,0.0,8.451096757220458,5.824727442779541,3.822796592779541,3.125,5.46999979019165,4.690000057220459,8.812545471389772,14.231124,0.18459999561309814,3.1749999523162837,0.04884999990463257,4.764550961853027,0.019902303934097594,3.60250646681118,0.10000000149011612,0.10041147162011611,22.0,4.304971046809197,2.802316293618393,0.1136363670229912,10.5,0.1428571492433548,2.566356619402409,0.0714285746216774,-13.300000190734865,-0.20461538434028625,0.0
3.410000085830689,1.7495495,8.395560828338622,2.2750000953674316,9.048322076293946,2.2750000953674316,3.410000085830689,3.410000085830689,2.2750000953674316,3.7049999237060542,0.9250000119209291,8.169674619073486,15.214548961853028,9.088107509536744,1.8500000238418581,2.7799999713897705,5.09499979019165,4.054420523841858,22.779736,0.15594999492168424,5.34000015258789,0.04899999871850014,3.325653335694885,0.016200000420212742,9.037475055524348,0.1376146823167801,0.1376146823167801,22.0,10.84598864042759,7.1347983670229915,0.13636364042758942,32.5,0.10769230872392654,6.48609715957737,0.13886793187474883,-20.100000381469727,-0.1844036728143692,0.0
2.325000047683716,3.840395711853027,5.488600509536743,1.1649999618530273,5.639833197683716,5.815000057220459,2.325000047683716,4.650000095367432,2.325000047683716,3.0499999523162837,1.2200000286102295,7.463574414440918,10.571195057220459,7.354906952316284,3.660000085830689,4.269999980926514,6.704999923706055,4.59086352861023,20.25341225,0.1927500069141388,5.40999984741211,0.06515000015497208,4.486508904632569,0.025299999862909317,6.712931415204048,0.1265060305595398,0.1206661117481224,21.5,8.044094700793266,5.260256755467415,0.11627907305955885,20.0,0.13750000298023224,4.823520494039536,0.12519685048,-18.049999237060547,-0.21746988594532013,0.0
1.1349999904632568,4.920003640463257,2.3542173904632566,1.1349999904632568,4.300891595367432,4.545000076293945,1.1349999904632568,6.820000171661378,3.410000085830689,2.309999942779541,0.7699999809265136,5.962457442779542,7.267150942779541,4.169826261853027,5.385000228881836,2.309999942779541,6.15500020980835,7.077580942779541,15.5943413,0.1969500035047531,1.3849999904632568,0.02099999971687794,3.9811345190734864,0.009324765839082528,4.134094140427589,0.10606060922145844,0.10606060922145844,22.0,4.954221015954017,3.2327434531908037,0.1136363670229912,11.0,0.1136363670229912,3.004284406381607,0.09171322791839294,-16.600000381469723,-0.25151515007019043,0.0
3.410000085830689,4.554879095367432,6.191725735830689,4.545000076293945,9.152800576293945,3.410000085830689,2.2750000953674316,6.820000171661378,5.679999828338622,1.8999999761581419,1.2649999856948853,6.631514828338624,13.853941971389771,9.778957076293946,5.695000171661378,3.1649999618530273,7.59499979019165,10.46745444019165,19.4214535,0.16875000298023224,3.130000114440918,0.03909999877214432,3.1636651952316286,0.014100000262260437,9.343901002980232,0.10000000149011612,0.13750000298023224,22.0,11.143617046809197,7.304728367022991,0.14772726595401764,18.0,0.2361111044883728,6.56676933581686,0.125,-17.649999618530273,-0.22062499821186066,0.0
1.1349999904632568,4.325548490463257,7.5154561783386225,1.1349999904632568,3.0435374,3.410000085830689,3.410000085830689,3.410000085830689,3.410000085830689,1.019999980926514,0.5099999904632568,8.179830904632569,8.99875197138977,5.4819431213897705,4.59000015258789,4.079999923706056,4.59000015258789,8.099287423706055,23.40660835,0.1969500035047531,2.174999952316284,0.021950000897049907,3.8458745,0.010099999606609344,6.174834645862579,0.10101009905338286,0.1262626200914383,22.0,7.37519464042759,4.870579,0.09090909361839294,27.5,0.15454545617103577,4.361554178296089,0.15458307941103577,-20.549999237060547,-0.2075757533311844,0.0
